canonical_term,category,official_source,source_document,duplicate_term,ambiguous_category,low_confidence_extraction,possible_ocr_issue,details
Aglianico del Vulture,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Aglianico del Vulture,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Alsace Grand Cru,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Alsace Grand Cru,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Amarone della Valpolicella,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Amarone della Valpolicella,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Anjou,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Anjou,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Asti,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Asti,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Bandol,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Bandol,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Barbaresco,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Barbaresco,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Barbera d’Asti,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Barbera d’Asti,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Barbera d’Asti
Barolo,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Barolo,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Barsac,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Barsac,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Beaujolais Villages,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Beaujolais Villages,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Bergerac,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Bergerac,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Bolgheri,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Bolgheri,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Bordeaux Supérieur,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Bordeaux Supérieur,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Bordeaux Superieur
Bourgogne,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Bourgogne,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Bourgueil,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Bourgueil,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Brouilly,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Brouilly,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Brunello di Montalcino,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Brunello di Montalcino,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Cahors,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Cahors,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Cava,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Cava,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Chablis,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Chablis,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Châteauneuf-du-Pape,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Châteauneuf-du-Pape,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Chateauneuf-du-Pape
Chianti,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Chianti,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Chianti Classico,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Chianti Classico,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Chinon,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Chinon,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Collio,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Collio,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Condrieu,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Condrieu,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Conegliano-Valdobbiadene,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Conegliano-Valdobbiadene,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Cornas,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Cornas,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Côte Rôtie,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Côte Rôtie,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Cote Rotie
Coteaux du Layon,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Coteaux du Layon,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Côtes de Bordeaux,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Côtes de Bordeaux,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Cotes de Bordeaux
Côtes de Gascogne,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Côtes de Gascogne,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Cotes de Gascogne
Côtes du Rhône,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Côtes du Rhône,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Cotes du Rhone
Côtes du Rhône Villages,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Côtes du Rhône Villages,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Cotes du Rhone Villages
Côtes du Roussillon,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Côtes du Roussillon,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Cotes du Roussillon
Côtes du Roussillon Villages,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Côtes du Roussillon Villages,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Cotes du Roussillon Villages
Crémant d’Alsace,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Crémant d’Alsace,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Cremant d’Alsace
Crémant de Bourgogne,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Crémant de Bourgogne,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Cremant de Bourgogne
Crémant de Loire,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Crémant de Loire,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Cremant de Loire
Crozes-Hermitage,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Crozes-Hermitage,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Dolcetto d’Alba,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Dolcetto d’Alba,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Dolcetto d’Alba
Entre-Deux-Mers,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Entre-Deux-Mers,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Fiano di Avellino,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Fiano di Avellino,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Fitou,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Fitou,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Fleurie,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Fleurie,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Gavi,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Gavi,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Gigondas,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Gigondas,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Graves,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Graves,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Hermitage,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Hermitage,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
IGP Pays d’Oc,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Pays d'Oc
IGP Pays d’Oc,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Pays d'Oc
Madiran,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Madiran,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Margaux,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Margaux,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Médoc,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Médoc,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Medoc
Menetou-Salon,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Menetou-Salon,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Minervois,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Minervois,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Monbazillac,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Monbazillac,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Morgon,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Morgon,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Muscadet,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Muscadet,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Muscat de Beaumes-de-Venise,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Muscat de Beaumes-de-Venise,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Nemea,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Nemea,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Pauillac,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Pauillac,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Pessac-Léognan,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Pessac-Léognan,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Pessac-Leognan
Pomerol,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Pomerol,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Pouilly-Fumé,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Pouilly-Fumé,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Pouilly-Fume
Prosecco,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Prosecco,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Ribera del Duero,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Ribera del Duero,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Rioja,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Rioja,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Rutherglen,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Rutherglen,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Saint-Émilion,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Saint-Émilion,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Saint-Emilion
Saint-Estèphe,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Saint-Estèphe,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Saint-Estephe
Saint-Joseph,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Saint-Joseph,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Saint-Julien,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Saint-Julien,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Sancerre,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Sancerre,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Sauternes,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Sauternes,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Savennières,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Savennières,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Savennieres
Soave,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Soave,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Soave Classico,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Soave Classico,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Taurasi,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Taurasi,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Tavel,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Tavel,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Touraine,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Touraine,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Vacqueyras,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Vacqueyras,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Valpolicella,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Valpolicella,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Valpolicella Classico,appellation,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Valpolicella Classico,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
