canonical_term,category,official_source,source_document,ra,aliases,confidence,manually_reviewed,notes
Vino Nobile di Montepulciano,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.136,,high,false,"Matched official PDF pages: 136, 209"
Vouvray,appellation,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 12, 18"
Vouvray,appellation,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.105,,high,false,"Matched official PDF pages: 105, 190, 209"
altitude,climate,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.33,,high,false,"Matched official PDF pages: 33, 37, 97, 116, 127, 131, 133, 134, 135, 136, 138, 140 (+20 more)"
climate,climate,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,SAT chapter,,high,false,"Matched official PDF pages: 14, 35, 37, 39, 40, 50, 57, 66, 70, 77, 78, 79 (+64 more)"
continental climate,climate,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.40,,high,false,"Matched official PDF pages: 40, 101, 104, 117, 122, 140, 146, 159, 188, 199, 206"
continentality,climate,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.34,,high,false,"Matched official PDF pages: 34, 35, 40, 206"
cool climate,climate,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.66,,high,false,"Matched official PDF pages: 66, 105, 106, 182"
diurnal range,climate,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.34,,high,false,"Matched official PDF pages: 34, 35, 130, 168, 180, 181, 207"
fog,climate,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.34,,high,false,"Matched official PDF pages: 34, 38, 131, 132, 152, 154, 155, 156, 161, 207"
hot climate,climate,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,SAT chapter,,high,false,"Matched official PDF pages: 14, 35, 135, 138, 169"
latitude,climate,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.33,,high,false,"Matched official PDF pages: 33, 36, 38, 40, 108, 130, 152, 160, 168, 173, 207"
maritime climate,climate,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.40,,high,false,"Matched official PDF pages: 40, 87, 104, 131, 140, 148, 149, 176, 177, 178, 179, 192 (+1 more)"
Mediterranean climate,climate,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.40,,high,false,"Matched official PDF pages: 40, 114, 127, 140, 161, 193, 208"
rainfall,climate,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.34,,high,false,"Matched official PDF pages: 34, 36, 39, 40, 41, 42, 45, 46, 49, 50, 87, 104 (+22 more)"
soil,climate,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.28,,high,false,"Matched official PDF pages: 28, 30, 33, 34, 36, 40, 41, 42, 43, 45, 46, 49 (+20 more)"
sunlight,climate,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.33,,high,false,"Matched official PDF pages: 33, 34, 35, 36, 39, 40, 42, 43, 66, 76, 116, 117 (+3 more)"
temperature,climate,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.24,,high,false,"Matched official PDF pages: 24, 26, 33, 34, 35, 36, 37, 39, 40, 41, 42, 50 (+29 more)"
warm climate,climate,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.135,,high,false,"Matched official PDF pages: 135, 175, 176, 192"
water,climate,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,SAT chapter,,high,false,"Matched official PDF pages: 15, 17, 25, 30, 33, 34, 35, 36, 39, 40, 41, 42 (+25 more)"
weather,climate,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.39,,high,false,"Matched official PDF pages: 39, 49, 50, 59, 75, 87, 104, 117, 122, 140, 143, 156 (+5 more)"
Agiorgitiko,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Agiorgitiko,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.127,,high,false,"Matched official PDF pages: 127, 206"
Aglianico,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 13, 15"
Aglianico,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.138,,high,false,"Matched official PDF pages: 138, 206"
Airén,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 16
Airén,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.142,Airen,medium,false,"Matched official PDF pages: 142, 146, 147, 206"
Albariño,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 16
Albariño,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.22,Albarino,medium,false,"Matched official PDF pages: 22, 206"
Alfrocheiro,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 16
Alfrocheiro,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.149,,high,false,"Matched official PDF pages: 149, 206"
Alicante Bouschet,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 16
Alicante Bouschet,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.149,,high,false,"Matched official PDF pages: 149, 206"
Aligoté,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.94,Aligote,medium,false,"Matched official PDF pages: 94, 95, 206"
Alvarinho,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 16
Alvarinho,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.148,,high,false,"Matched official PDF pages: 148, 206"
Arinto,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 16
Arinto,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.148,,high,false,"Matched official PDF pages: 148, 149, 206"
Assyrtiko,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Assyrtiko,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.127,,high,false,"Matched official PDF pages: 127, 128, 206"
Baga,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 16
Baga,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.149,,high,false,"Matched official PDF pages: 149, 206"
Barbera,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 13, 15"
Barbera,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.133,,high,false,"Matched official PDF pages: 133, 134, 156, 206"
Blaufränkisch,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Blaufränkisch,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.122,Blaufrankisch,medium,false,"Matched official PDF pages: 122, 124, 206"
Bonarda,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 16
Bonarda,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.165,,high,false,"Matched official PDF pages: 165, 167, 168, 206"
Cabernet Franc,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 15, 23, 28"
Cabernet Franc,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.31,,high,false,"Matched official PDF pages: 31, 87, 90, 106, 107, 155, 158, 160, 165, 169, 190, 206"
Cabernet Sauvignon,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 15, 16, 24"
Cabernet Sauvignon,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.31,,high,false,"Matched official PDF pages: 31, 40, 72, 75, 76, 77, 87, 89, 90, 107, 115, 123 (+31 more)"
Carignan,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Carignan,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.78,,high,false,"Matched official PDF pages: 78, 79, 114, 115, 141, 144, 164, 206, 208"
Cariñena,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 13, 16"
Cariñena,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.78,Carinena,medium,false,"Matched official PDF pages: 78, 144, 145, 206"
Carmenère,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 16, 24"
Carmenère,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.161,Carmenere,medium,false,"Matched official PDF pages: 161, 162, 163, 164, 206"
Chardonnay,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 15, 16, 19, 24, 29"
Chardonnay,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.64,,high,false,"Matched official PDF pages: 64, 65, 69, 70, 71, 84, 94, 95, 97, 98, 115, 122 (+37 more)"
Chenin Blanc,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 15, 16, 24"
Chenin Blanc,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.105,,high,false,"Matched official PDF pages: 105, 106, 168, 170, 190, 206"
Cinsault,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Cinsault,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.31,,high,false,"Matched official PDF pages: 31, 78, 79, 111, 113, 114, 169, 206"
Cortese,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Cortese,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.133,,high,false,"Matched official PDF pages: 133, 134, 206"
Corvina,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Corvina,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.131,,high,false,"Matched official PDF pages: 131, 132, 207"
Dolcetto,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 13, 15"
Dolcetto,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.133,,high,false,"Matched official PDF pages: 133, 134, 207"
Dornfelder,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Dornfelder,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.119,,high,false,"Matched official PDF pages: 119, 120, 207"
Fiano,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 13, 15"
Fiano,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.138,,high,false,"Matched official PDF pages: 138, 207"
Furmint,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Furmint,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.125,,high,false,"Matched official PDF pages: 125, 207"
Gamay,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 15, 28"
Gamay,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.94,,high,false,"Matched official PDF pages: 94, 99, 107, 207"
Garganega,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Garganega,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.131,,high,false,"Matched official PDF pages: 131, 132, 207"
Gewurztraminer,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 15, 23"
Gewurztraminer,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.66,,high,false,"Matched official PDF pages: 66, 102, 103, 130, 144, 155, 162, 179, 180, 190, 207"
Glera,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA3,,high,false,Matched official PDF pages: 19
Graciano,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 16
Graciano,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.141,,high,false,"Matched official PDF pages: 141, 143, 207"
Grechetto,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Grechetto,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.136,,high,false,"Matched official PDF pages: 136, 207"
Greco,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 13, 15"
Greco,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.138,,high,false,"Matched official PDF pages: 138, 207"
Grenache,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 15, 16, 24"
Grenache,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.33,,high,false,"Matched official PDF pages: 33, 72, 75, 78, 79, 111, 112, 113, 114, 115, 141, 170 (+4 more)"
Grüner Veltliner,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 15, 23"
Grüner Veltliner,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.122,Gruner Veltliner,medium,false,"Matched official PDF pages: 122, 123"
Hárslevelű,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Hárslevelű,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.125,Harslevelu,medium,false,"Matched official PDF pages: 125, 207"
Jaen,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 16
Jaen,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.149,,high,false,"Matched official PDF pages: 149, 207"
Loureiro,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 16
Loureiro,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.148,,high,false,"Matched official PDF pages: 148, 207"
Macabeo,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA3,,high,false,Matched official PDF pages: 19
Macabeo,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.142,,high,false,"Matched official PDF pages: 142, 143, 190, 207, 209"
Malbec,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 15, 16, 24, 28"
Malbec,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.92,,high,false,"Matched official PDF pages: 92, 145, 165, 167, 168, 207"
Malvasia,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Malvasia,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.136,,high,false,"Matched official PDF pages: 136, 208"
Marsanne,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Marsanne,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.109,,high,false,"Matched official PDF pages: 109, 110, 112, 170, 177, 208"
Mazuelo,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 16
Mazuelo,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.141,,high,false,"Matched official PDF pages: 141, 143, 144, 206, 208"
Melon Blanc,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Melon Blanc,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.106,,high,false,"Matched official PDF pages: 106, 208"
Mencía,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 16
Mencía,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.141,Mencia,medium,false,"Matched official PDF pages: 141, 146, 149, 208"
Merlot,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 15, 16, 24"
Merlot,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.72,,high,false,"Matched official PDF pages: 72, 75, 76, 77, 84, 87, 89, 90, 91, 92, 115, 123 (+29 more)"
Meunier,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA3,,high,false,Matched official PDF pages: 19
Meunier,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.119,,high,false,"Matched official PDF pages: 119, 189, 208"
Monastrell,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 16, 24"
Monastrell,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.141,,high,false,"Matched official PDF pages: 141, 146, 190, 208"
Montepulciano,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 13, 15"
Montepulciano,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.136,,high,false,"Matched official PDF pages: 136, 137, 208, 209"
Mourvèdre,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Mourvèdre,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.78,Mourvedre,medium,false,"Matched official PDF pages: 78, 79, 111, 112, 114, 115, 116, 141, 173, 208"
Müller-Thurgau,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Müller-Thurgau,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Index,Muller-Thurgau,medium,false,Matched official PDF pages: 208
Muscadelle,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Muscadelle,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.88,,high,false,"Matched official PDF pages: 88, 91, 208"
Muscat,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 15, 19, 20, 25"
Muscat,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.53,,high,false,"Matched official PDF pages: 53, 65, 102, 103, 113, 115, 125, 133, 146, 162, 164, 170 (+10 more)"
Muscat Blanc à Petits Grains,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA3,,high,false,Matched official PDF pages: 19
Muscat Blanc à Petits Grains,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Index,Muscat Blanc a Petits Grains,medium,false,Matched official PDF pages: 208
Nebbiolo,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Nebbiolo,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.127,,high,false,"Matched official PDF pages: 127, 133, 134, 208"
Negroamaro,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Negroamaro,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.138,,high,false,"Matched official PDF pages: 138, 208"
Nero d’Avola,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Nero d’Avola,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.139,Nero d’Avola,medium,false,"Matched official PDF pages: 139, 208"
Palomino,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA4/RA5,,high,false,Matched official PDF pages: 20
Palomino,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.193,,high,false,"Matched official PDF pages: 193, 194, 197, 208"
Parellada,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA3,,high,false,Matched official PDF pages: 19
Parellada,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.142,,high,false,"Matched official PDF pages: 142, 190, 208"
Pedro Ximénez,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA4/RA5,,high,false,Matched official PDF pages: 20
Pedro Ximénez,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.166,Pedro Ximenez,medium,false,"Matched official PDF pages: 166, 193, 198, 208"
Petit Manseng,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Petit Manseng,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.93,,high,false,"Matched official PDF pages: 93, 208"
Petit Verdot,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Petit Verdot,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.87,,high,false,"Matched official PDF pages: 87, 165, 173, 208"
Picpoul,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 12, 15"
Picpoul,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.115,,high,false,"Matched official PDF pages: 115, 116, 208"
Pinot Blanc,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Pinot Blanc,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.103,,high,false,"Matched official PDF pages: 103, 119, 130"
Pinot Grigio,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 15, 24"
Pinot Grigio,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.64,,high,false,"Matched official PDF pages: 64, 65, 69, 70, 130, 131"
Pinot Gris,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 15, 16, 23"
Pinot Gris,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.69,,high,false,"Matched official PDF pages: 69, 70, 71, 102, 119, 157, 160, 179, 180, 181, 208"
Pinot Noir,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 15, 16, 19, 24"
Pinot Noir,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,SAT chapter,,high,false,"Matched official PDF pages: 17, 31, 72, 75, 77, 94, 95, 98, 107, 117, 123, 124 (+17 more)"
Pinotage,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 16, 24"
Pinotage,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.31,,high,false,"Matched official PDF pages: 31, 169, 170, 208"
Primitivo,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Primitivo,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.138,,high,false,"Matched official PDF pages: 138, 208, 209"
Riesling,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,"Matched official PDF pages: 15, 16, 23, 24"
Riesling,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.31,,high,false,"Matched official PDF pages: 31, 33, 36, 59, 64, 65, 66, 68, 69, 102, 117, 118 (+21 more)"
Roussanne,grape_variety,specification,WSET_L3_Specification_Official_2026.pdf,RA2,,high,false,Matched official PDF pages: 15
Roussanne,grape_variety,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,Study Guide p.109,,high,false,"Matched official PDF pages: 109, 110, 112, 170, 208"
